playerID,"CONCAT(Player.nameFirst, ' ', Player.nameLast)",birthCountry,max_salary,teamID
brodebr01,"Brian Broderick",USA,414000,WAS
brognri01,"Rico Brogna",USA,4200000,NYN
brohatr01,"Troy Brohawn",USA,200000,ARI
bronkje01,"Jeff Bronkey",Afghanistan,116000,TEX
brookhu01,"Hubie Brooks",USA,2316667,MON
brookto01,"Tom Brookens",USA,475000,DET
brosisc01,"Scott Brosius",USA,5250000,OAK
brothre01,"Rex Brothers",USA,1400000,COL
brousbe01,"Ben Broussard",USA,3850000,CLE
browebo01,"Bob Brower",USA,98000,TEX
broweji01,"Jim Brower",USA,1162500,CIN
brownad01,"Adrian Brown",USA,450000,PIT
brownan01,"Andrew Brown",USA,395000,OAK
brownan02,"Andrew Brown",USA,538045,NYN
brownbo04,"Bobby Brown",USA,150000,SDN
brownbr01,"Brant Brown",USA,315000,CHN
brownbr02,"Brooks Brown",USA,509500,COL
brownch02,"Chris Brown",USA,265000,SFN
brownde02,"Dee Brown",USA,309500,KCA
browndo01,"Domonic Brown",USA,2600000,PHI
brownem01,"Emil Brown",USA,3450000,PIT
brownja03,"Jarvis Brown",USA,112000,MIN
brownje01,"Jerry Browne",V.I.,800000,TEX
brownke01,"Kevin Brown",USA,15714286,TEX
brownke02,"Keith Brown",USA,100000,CIN
brownke03,"Kevin Brown",USA,100000,NYN
brownke04,"Kevin Brown",USA,170000,TOR
brownma03,"Marty Brown",USA,100000,BAL
brownmi01,"Mike Brown",USA,80000,BOS
brownro01,"Roosevelt Brown",USA,255000,CHN
brownto05,"Tom Browning",USA,3750000,CIN
browsc01,"Scott Brow",USA,225000,TOR
broxtjo01,"Jonathan Broxton",USA,9000000,LAN
bruceja01,"Jay Bruce",USA,12000000,CIN
bruetjt01,"J. T. Bruett",USA,121000,MIN
brumfja01,"Jacob Brumfield",USA,1050000,CIN
brumlmi02,"Mike Brumley",USA,120000,DET
brummgr01,"Greg Brummett",USA,109000,SFN
brunato01,"Tom Brunansky",USA,2850000,MIN
brunebr01,"Brian Bruney",USA,1500000,ARI
brunter01,"Eric Bruntlett",USA,800000,HOU
bruskji01,"Jim Bruske",USA,200000,SDN
brusswa01,"Warren Brusstar",USA,575000,CHN
bryanra01,"Ralph Bryant",USA,72500,LAN
buchabr01,"Brian Buchanan",USA,650000,MIN
buchada01,"David Buchanan",USA,512500,PHI
buchhcl01,"Clay Buchholz",USA,12000000,BOS
buchhta01,"Taylor Buchholz",USA,1055000,HOU
buckjo01,"John Buck",USA,6500000,KCA
bucknbi01,"Bill Buckner",USA,785000,BOS
bucknbi02,"Billy Buckner",USA,403000,ARI
bucktr01,"Travis Buck",USA,625000,OAK
buddery01,"Ryan Budde",USA,402200,PHI
buddimi01,"Mike Buddie",USA,218000,MIL
buechst01,"Steve Buechele",USA,2900000,TEX
buehrma01,"Mark Buehrle",USA,20000000,CHA
buenofr01,"Francisley Bueno",Cuba,504500,KCA
buforda01,"Damon Buford",USA,1100000,BAL
buhneja01,"Jay Buhner",USA,5641667,NYA
buicede01,"DeWayne Buice",USA,150000,CAL
bukviry01,"Ryan Bukvich",USA,319500,KCA
bulgeja01,"Jason Bulger",USA,423000,LAA
bullesc01,"Scott Bullett",USA,160000,PIT
bullibr01,"Bryan Bullington",USA,327000,PIT
bulliji01,"Jim Bullinger",USA,525000,CHN
bulliki01,"Kirk Bullinger",USA,170000,MON
bumbral01,"Al Bumbry",USA,160000,SDN
bumgama01,"Madison Bumgarner",USA,6750000,SFN
bumpna01,"Nate Bump",USA,360000,FLO
burbada01,"Dave Burba",USA,5000000,SEA
burgoam01,"Ambiorix Burgos",D.R.,415000,KCA
burgoen01,"Enrique Burgos",Panama,110000,SFN
burkech01,"Chris Burke",USA,955000,HOU
burkegr01,"Greg Burke",USA,550000,NYN
burkeja02,"Jamie Burke",USA,435000,SEA
burkejo03,"John Burkett",USA,5500000,SFN
burkejo04,"John Burke",USA,190000,COL
burketi01,"Tim Burke",USA,2266667,MON
burksel01,"Ellis Burks",USA,7166667,BOS
burleri01,"Rick Burleson",USA,856667,CAL
burneaj01,"A. J. Burnett",USA,16500000,FLO
burneal01,"Alex Burnett",USA,490000,MIN
burnese01,"Sean Burnett",USA,3625000,PIT
burnije01,"Jeromy Burnitz",USA,12166667,NYN
burnsbr01,"Britt Burns",USA,750000,CHA
burnsco01,"Cory Burns",USA,492000,TEX
burnsmi01,"Mike Burns",USA,332500,CIN
burnsto02,"Todd Burns",USA,575000,OAK
burrebr01,"Brian Burres",USA,395000,BAL
burrepa01,"Pat Burrell",USA,14250000,PHI
burriem01,"Emmanuel Burriss",USA,625000,SFN
burrira01,"Ray Burris",USA,581250,ML4
burroje01,"Jeff Burroughs",USA,350000,TOR
burrose01,"Sean Burroughs",USA,1675000,SDN
burrote01,"Terry Burrows",USA,109000,TEX
burtoja01,"Jared Burton",USA,3250000,CIN
busbymi01,"Mike Busby",USA,220000,SLN
buschbr01,"Brian Buscher",USA,412500,MIN
buschmi01,"Mike Busch",USA,109000,LAN
bushda01,"Dave Bush",USA,4215000,TOR
bushho01,"Homer Bush",USA,3375000,NYA
bushra01,"Randy Bush",USA,550000,MIN
butchjo01,"John Butcher",USA,385000,MIN
butchmi01,"Mike Butcher",USA,175000,CAL
buterdr01,"Drew Butera",USA,987500,MIN
butersa01,"Sal Butera",USA,102500,CIN
butlead01,"Adam Butler",USA,170000,ATL
butlebi03,"Billy Butler",USA,8500000,KCA
butlebr01,"Brett Butler",USA,3500000,CLE
butlebr02,"Brent Butler",USA,303000,COL
butleed01,"Eddie Butler",USA,509500,COL
butlejo03,"Josh Butler",USA,400000,MIL
butleke01,"Keith Butler",USA,500000,SLN
butleri01,"Rich Butler",CAN,215000,TBA
butlero01,"Rob Butler",CAN,275000,TOR
bynumfr01,"Freddie Bynum",USA,390000,CHN
bynummi01,"Mike Bynum",USA,300500,SDN
byrdati01,"Tim Byrdak",USA,1600000,KCA
byrdma01,"Marlon Byrd",USA,8000000,PHI
byrdpa01,"Paul Byrd",USA,7500000,NYN
byrneer01,"Eric Byrnes",USA,11666666,OAK
bystrma01,"Marty Bystrom",USA,250000,NYA
cabelen01,"Enos Cabell",USA,450000,HOU
cabrace01,"Cesar Cabral",D.R.,490000,NYA
cabreas01,"Asdrubal Cabrera",Venezuela,10000000,CLE
cabreda01,"Daniel Cabrera",D.R.,2875000,BAL
cabreev01,"Everth Cabrera",Nicaragua,2450000,SDN
cabrefe01,"Fernando Cabrera",P.R.,575000,CLE
cabrefr01,"Francisco Cabrera",D.R.,181500,ATL
cabrejo01,"Jose Cabrera",D.R.,705000,HOU
cabrejo02,"Jolbert Cabrera",Colombia,1000000,CLE
cabreme01,"Melky Cabrera",D.R.,13000000,NYA
cabremi01,"Miguel Cabrera",Venezuela,22000000,FLO
cabreor01,"Orlando Cabrera",Colombia,10000000,MON
cacered01,"Edgar Caceres",Venezuela,109000,KCA
cadargr01,"Greg Cadaret",USA,1190000,OAK
cahiltr01,"Trevor Cahill",USA,12000000,OAK
cainlo01,"Lorenzo Cain",USA,2725000,KCA
cainma01,"Matt Cain",USA,21000000,SFN
cairomi01,"Miguel Cairo",Venezuela,1000000,TBA
caldeiv01,"Ivan Calderon",P.R.,3000000,CHA
calerki01,"Kiko Calero",P.R.,1600000,OAK
calhoje01,"Jeff Calhoun",USA,125000,HOU
calhoko01,"Kole Calhoun",USA,537500,LAA
callaal01,"Alberto Callaspo",Venezuela,4875000,ARI
callami01,"Mickey Callaway",USA,320000,ANA
calloro01,"Ron Calloway",USA,312500,MON
camacer01,"Ernie Camacho",USA,150000,CLE
camerke01,"Kevin Cameron",USA,380000,SDN
camermi01,"Mike Cameron",USA,10000000,CHA
caminar01,"Arquimedes Caminero",D.R.,515500,PIT
caminke01,"Ken Caminiti",USA,4600000,HOU
cammaer01,"Eric Cammack",USA,205000,NYN
campato01,"Tony Campana",USA,509500,CHN
campbbi02,"Bill Campbell",USA,457500,SLN
campber01,"Eric Campbell",USA,511065,NYN
campbke01,"Kevin Campbell",USA,115500,OAK
campbmi01,"Mike Campbell",USA,125000,SEA
campijo01,"Jorge Campillo",Mexico,420000,ATL
campri01,"Rick Camp",USA,633333,ATL
campsh01,"Shawn Camp",USA,2250000,KCA
campusi01,"Sil Campusano",D.R.,220000,TOR
canalge01,"George Canale",USA,100000,ML4
canatwi01,"Willie Canate",Venezuela,109000,TOR
cancero01,"Robinson Cancel",P.R.,200500,MIL
candaca01,"Casey Candaele",USA,935000,MON
candejo01,"John Candelaria",USA,1250000,CAL
candito01,"Tom Candiotti",USA,4450000,CLE
cangejo01,"John Cangelosi",USA,800000,CHA
canizja01,"Jay Canizaro",USA,235000,SFN
canoro01,"Robinson Cano",D.R.,24000000,NYA
cansejo01,"Jose Canseco",Cuba,5800000,OAK
canseoz01,"Ozzie Canseco",Cuba,140000,OAK
cantujo01,"Jorge Cantu",USA,6000000,TBA
capeljo01,"Jose Capellan",D.R.,330000,MIL
capelmi01,"Mike Capel",USA,62500,CHN
cappsca01,"Carter Capps",USA,491700,SEA
cappsma01,"Matt Capps",USA,7150000,PIT
capuach01,"Chris Capuano",USA,6375000,MIL
carabra01,"Ramon Caraballo",D.R.,109000,ATL
cardoja01,"Javier Cardona",P.R.,217000,DET
carewro01,"Rod Carew",Panama,875000,CAL
careypa01,"Paul Carey",USA,115000,BAL
carides01,"Esmailin Caridad",D.R.,403000,CHN
carigan01,"Andrew Carignan",USA,480000,OAK
carlsda01,"Dan Carlson",USA,175000,SFN
carlsje01,"Jesse Carlson",USA,450000,TOR
carltst01,"Steve Carlton",USA,1075000,PHI
carlybu01,"Buddy Carlyle",USA,725000,SDN
carmado01,"Don Carman",USA,575000,PHI
carmofa01,"Roberto Hernandez",D.R.,6287500,CLE
carmora01,"Rafael Carmona",P.R.,195000,SEA
carpean01,"Drew Carpenter",USA,401000,PHI
carpech01,"Chris Carpenter",USA,15840971,TOR
carpech02,"Chris Carpenter",USA,14259403,SLN
carpecr01,"Cris Carpenter",USA,1000000,SLN
carpeda01,"David Carpenter",USA,1300000,HOU
carpeda02,"David Carpenter",USA,493000,LAA
carpema01,"Matt Carpenter",USA,3750000,SLN
carpmi01,"Mike Carp",USA,1400000,SEA
carraca01,"Carlos Carrasco",Venezuela,2337500,CLE
carradj01,"D. J. Carrasco",USA,1200000,KCA
carragi01,"Giovanni Carrara",Venezuela,500000,TOR
carrahe01,"Hector Carrasco",D.R.,3000000,CIN
carrch02,"Chuck Carr",USA,325000,FLO
carrejo01,"Joel Carreno",D.R.,481700,TOR
carrema01,"Mark Carreon",USA,1000000,NYN
carrima01,"Matias Carrillo",Mexico,120000,ML4
carrobr01,"Brett Carroll",USA,580000,FLO
carroja01,"Jamey Carroll",USA,3750000,MON
carsoro01,"Robert Carson",USA,491375,NYN
cartech01,"Chris Carter",USA,400000,BOS
cartech02,"Chris Carter",USA,4175000,HOU
cartega01,"Gary Carter",USA,2198572,NYN
cartejo01,"Joe Carter",USA,7500000,CLE
cartela02,"Lance Carter",USA,550000,TBA
carusmi01,"Mike Caruso",USA,275000,CHA
carvama01,"Marcos Carvajal",Venezuela,316000,COL
carych01,"Chuck Cary",USA,570000,ATL
casanra01,"Raul Casanova",P.R.,850000,DET
caseyse01,"Sean Casey",USA,8500000,CIN
cashke01,"Kevin Cash",USA,400000,TOR
cashnan01,"Andrew Cashner",USA,4050000,CHN
casiala01,"Larry Casian",USA,350000,MIN
casilal01,"Alexi Casilla",D.R.,1382500,MIN
cassebo01,"Bobby Cassevah",USA,490000,LAA
cassisc01,"Scott Cassidy",USA,384000,TOR
casteal01,"Alex Castellanos",USA,490500,LAN
casteni01,"Nick Castellanos",USA,525000,DET
castepe01,"Pedro Castellano",Venezuela,120000,COL
castial01,"Alberto Castillo",D.R.,725000,NYN
castibr01,"Braulio Castillo",D.R.,120000,LAN
castica01,"Carmelo Castillo",D.R.,600000,CLE
castica02,"Carlos Castillo",USA,250000,CHA
castifr01,"Frank Castillo",USA,2250000,CHN
castijo01,"John Castino",USA,550000,MIN
castijo02,"Jose Castillo",Venezuela,1900000,PIT
castiju01,"Juan Castillo",D.R.,90000,ML4
castile01,"Lendy Castillo",D.R.,480000,CHN
castilu01,"Luis Castillo",D.R.,6250000,FLO
castima02,"Marty Castillo",USA,76000,DET
castito02,"Tony Castillo",Venezuela,1250000,TOR
castivi02,"Vinny Castilla",Mexico,7250000,ATL
castiwe01,"Welington Castillo",D.R.,2100000,CHN
castrfa01,"Fabio Castro",D.R.,327000,TEX
castrja01,"Jason Castro",USA,4000000,HOU
castrju01,"Juan Castro",Mexico,1000000,LAN
castrra01,"Ramon Castro",P.R.,2625000,FLO
castrst01,"Starlin Castro",D.R.,6857143,CHN
catalfr01,"Frank Catalanotto",USA,4000000,DET
cathemi01,"Mike Cather",USA,225000,ATL
caudibi01,"Bill Caudill",USA,1633333,TOR
cecchga01,"Garin Cecchini",USA,508500,BOS
cecenjo01,"Jose Cecena",Mexico,62500,TEX
cecilbr01,"Brett Cecil",USA,2475000,TOR
cedajo01,"Jose Ceda",D.R.,480000,MIA
cedenan01,"Andujar Cedeno",D.R.,1150000,HOU
cedence01,"Cesar Cedeno",D.R.,562500,SLN
cedendo01,"Domingo Cedeno",D.R.,500000,TOR
cedenro01,"Roger Cedeno",Venezuela,5500000,LAN
cedenro02,"Ronny Cedeno",Venezuela,1850000,CHN
cedenxa01,"Xavier Cedeno",P.R.,516500,HOU
centeju01,"Juan Centeno",P.R.,507500,MIL
cerdaja01,"Jaime Cerda",USA,342000,NYN
ceronri01,"Rick Cerone",USA,675000,ATL
cerutjo01,"John Cerutti",USA,800000,TOR
cervefr01,"Francisco Cervelli",Venezuela,987500,NYA
cespeyo01,"Yoenis Cespedes",Cuba,10500000,OAK
ceyro01,"Ron Cey",USA,1450000,CHN
chacigu01,"Gustavo Chacin",Venezuela,395300,TOR
chacijh01,"Jhoulys Chacin",Venezuela,4850000,COL
chacosh01,"Shawn Chacon",USA,3825000,COL
chafian01,"Andrew Chafin",USA,507500,ARI
chambad01,"Adron Chambers",USA,490000,SLN
chambch01,"Chris Chambliss",USA,800000,ATL
chambjo03,"Joba Chamberlain",USA,2500000,NYA
chambwe01,"Wes Chamberlain",USA,350000,PIT
chapmar01,"Aroldis Chapman",Cuba,8050000,CIN
chapmke02,"Kevin Chapman",USA,503400,HOU
charlno01,"Norm Charlton",USA,2950000,CIN
chatwty01,"Tyler Chatwood",USA,502000,COL
chavean02,"Angel Chavez",Panama,400000,LAN
chaveen01,"Endy Chavez",Venezuela,2050000,MON
chaveer01,"Eric Chavez",USA,12500000,OAK
chaveje01,"Jesse Chavez",USA,2150000,PIT
chavera01,"Raul Chavez",Venezuela,400000,MON
checoro01,"Robinson Checo",D.R.,925000,BOS
chenbr01,"Bruce Chen",Panama,4500000,ATL
chenwe02,"Wei-Yin Chen",Taiwan,4750000,BAL
cherrro01,"Rocky Cherry",USA,390000,BAL
chiamsc01,"Scott Chiamparino",USA,126000,OAK
chiassc01,"Scott Chiasson",USA,305000,CHN
chicoma01,"Matt Chico",USA,431000,WAS
childja01,"Jason Childers",USA,327000,TBA
chiriro01,"Robinson Chirinos",Venezuela,518290,TBA
chiselo01,"Lonnie Chisenhall",USA,2250000,CLE
chitrst01,"Steve Chitren",Japan,105000,OAK
choatra01,"Randy Choate",USA,3000000,NYA
choicmi01,"Michael Choice",USA,502000,TEX
choihe01,"Hee-Seop Choi","South Korea",725000,CHN
choji01,"Jin Ho Cho","South Korea",210000,BOS
choosh01,"Shin-Soo Choo","South Korea",14000000,CLE
chouibo01,"Bobby Chouinard",Philippines,278000,ARI
chrisja01,"Jason Christiansen",USA,2433333,PIT
chrismc01,"McKay Christensen",USA,222500,CHA
chrismi02,"Mike Christopher",USA,200000,CLE
chrisni01,"Nick Christiani",USA,500000,CIN
chrisry01,"Ryan Christenson",USA,267500,OAK
chulkvi01,"Vinnie Chulk",USA,837500,TOR
churcry01,"Ryan Church",USA,2800000,WAS
cianfar01,"Archi Cianfrocco",USA,475000,MON
cingrto01,"Tony Cingrani",USA,525500,CIN
cintral01,"Alex Cintron",P.R.,1900000,ARI
ciriape01,"Pedro Ciriaco",D.R.,513500,BOS
cirilje01,"Jeff Cirillo",USA,6975000,ML4
cishest01,"Steve Cishek",USA,6650000,MIA
claibpr01,"Preston Claiborne",USA,511325,NYA
clancji01,"Jim Clancy",USA,1225000,TOR
clapich01,"Chris Clapinski",USA,201000,FLO
clarkbr02,"Brady Clark",USA,3900000,CIN
clarkda05,"Dave Clark",USA,800000,CLE
clarkja01,"Jack Clark",USA,2900000,SLN
clarkje01,"Jerald Clark",USA,690000,SDN
clarkje02,"Jermaine Clark",USA,300000,DET
clarkma01,"Mark Clark",USA,5050000,SLN
clarkph02,"Phil Clark",USA,200000,DET
clarkte01,"Terry Clark",USA,200000,CAL
clarkto02,"Tony Clark",USA,5000000,DET
clarkwi02,"Will Clark",USA,6000000,SFN
claryma01,"Marty Clary",USA,125000,ATL
claudal01,"Alex Claudio",P.R.,508500,TEX
clausbr01,"Brandon Claussen",USA,370000,CIN
claytro01,"Royce Clayton",USA,4500000,SFN
clearma01,"Mark Clear",USA,685000,BOS
clemeed02,"Edgard Clemente",P.R.,215000,COL
clemeje01,"Jeff Clement",USA,405000,PIT
clemema01,"Matt Clement",USA,9825000,SDN
clemepa01,"Pat Clements",USA,245000,PIT
clemero02,"Roger Clemens",USA,18000000,BOS
cletoma01,"Maikel Cleto",D.R.,501000,SLN
clevest01,"Steve Clevenger",USA,514000,CHN
clibust02,"Stew Cliburn",USA,60000,CAL
clippty01,"Tyler Clippard",USA,8300001,WAS
clontbr01,"Brad Clontz",USA,350000,ATL
clossjd01,"JD Closser",USA,317000,COL
cloudke01,"Ken Cloude",USA,275000,SEA
cluttbr01,"Bryan Clutterbuck",USA,73000,ML4
clybuda01,"Danny Clyburn",USA,205000,BAL
coatsbu01,"Buck Coats",USA,392100,TOR
cobbal01,"Alex Cobb",USA,516900,TBA
cochrda01,"Dave Cochrane",USA,162000,SEA
codirch01,"Chris Codiroli",USA,270000,OAK
coffeto01,"Todd Coffey",USA,2025002,CIN
coffmke01,"Kevin Coffman",USA,100000,ATL
coganto01,"Tony Cogan",USA,200000,KCA
coggida01,"Dave Coggin",USA,320000,PHI
coghlch01,"Chris Coghlan",USA,2505000,FLO
cokeph01,"Phil Coke",USA,2250000,NYA
colabch01,"Chris Colabello",USA,505000,MIN
colanmi01,"Mike Colangelo",USA,300000,ANA
colbrgr01,"Greg Colbrunn",USA,2750000,MON
coleal01,"Alex Cole",USA,500000,CLE
colege01,"Gerrit Cole",USA,531000,PIT
colemlo01,"Louis Coleman",USA,725000,KCA
colemmi01,"Michael Coleman",USA,250000,NYA
colemvi01,"Vince Coleman",USA,3312500,SLN
colesda01,"Darnell Coles",USA,690000,DET
colest01,"Stu Cole",USA,109000,KCA
collida02,"Dave Collins",USA,700000,OAK
collilo01,"Lou Collier",USA,250000,PIT
colliti01,"Tim Collins",USA,1362500,KCA
collmjo01,"Josh Collmenter",USA,1400000,ARI
colomal01,"Alex Colome",D.R.,510800,TBA
colomje01,"Jesus Colome",D.R.,1250000,TBA
colonba01,"Bartolo Colon",D.R.,16000000,CLE
colonch01,"Christian Colon",P.R.,509525,KCA
colonro01,"Roman Colon",D.R.,665000,ATL
colvity01,"Tyler Colvin",USA,2275000,CHN
colyest01,"Steve Colyer",USA,302000,LAN
combspa01,"Pat Combs",USA,220000,PHI
comstke01,"Keith Comstock",USA,114000,SFN
conceda01,"Dave Concepcion",Venezuela,920000,CIN
conceon01,"Onix Concepcion",P.R.,250000,KCA
condrcl01,"Clay Condrey",USA,900000,SDN
coneda01,"David Cone",USA,12000000,KCA
congeha01,"Hank Conger",USA,1075000,LAA
coninje01,"Jeff Conine",USA,4250000,FLO
conrabr01,"Brooks Conrad",USA,427250,ATL
conroti01,"Tim Conroy",USA,115000,SLN
constjo01,"Jose Constanza",D.R.,480000,ATL
contija01,"Jason Conti",USA,300000,TBA
contrjo01,"Jose Contreras",Cuba,10000000,NYA
conveji01,"Jim Converse",USA,148000,SEA
cookaa01,"Aaron Cook",USA,9875000,COL
cookde01,"Dennis Cook",USA,2400000,PHI
cookest01,"Steve Cooke",USA,300000,PIT
cookry01,"Ryan Cook",USA,1400000,OAK
cooksbr01,"Brent Cookson",USA,109000,KCA
coolbsc01,"Scott Coolbaugh",USA,100000,TEX
coomero01,"Ron Coomer",USA,1500000,MIN
coopece01,"Cecil Cooper",USA,1176190,ML4
coopesc01,"Scott Cooper",USA,1525000,BOS
coppiro01,"Rocky Coppinger",USA,201500,BAL
coquitr01,"Trace Coquillette",USA,201500,MON
coraal01,"Alex Cora",P.R.,2000000,LAN
corajo01,"Joey Cora",P.R.,1700000,SDN
corbedo01,"Doug Corbett",USA,410000,CAL
corbesh01,"Sherman Corbett",USA,100000,CAL
corbiar01,"Archie Corbin",USA,109000,BAL
corbipa01,"Patrick Corbin",USA,524000,ARI
corcoro01,"Roy Corcoran",USA,413000,SEA
corcoti01,"Tim Corcoran",USA,220000,PHI
cordech01,"Chad Cordero",USA,6200000,MON
cordefr01,"Francisco Cordero",D.R.,12125000,DET
cordewi01,"Wil Cordero",P.R.,4166667,MON
cordofr01,"Francisco Cordova",Mexico,3850000,PIT
cordoma01,"Marty Cordova",USA,3500000,MIN
coreybr01,"Bryan Corey",USA,405000,BOS
cormila01,"Lance Cormier",USA,1200000,ATL
cormirh01,"Rheal Cormier",CAN,3000000,SLN
cornena01,"Nate Cornejo",USA,335000,DET
cornere01,"Reid Cornelius",USA,109000,NYN
corpama01,"Manny Corpas",Panama,2750000,COL
corpoca01,"Carlos Corporan",P.R.,975000,HOU
correed01,"Ed Correa",P.R.,130000,TEX
correke01,"Kevin Correia",USA,5500000,SFN
corsiji01,"Jim Corsi",USA,750000,OAK
corteda01,"David Cortes",Mexico,350000,ATL
cosarja01,"Jarred Cosart",USA,540000,HOU
costash01,"Shane Costa",USA,411000,KCA
costech01,"Chris Coste",USA,650000,PHI
costejo01,"John Costello",USA,105000,SLN
costoti01,"Tim Costo",USA,109000,CIN
cotahu01,"Humberto Cota",Mexico,537500,PIT
cottohe01,"Henry Cotto",USA,900000,SEA
cottsne01,"Neal Cotts",USA,3000000,CHA
counscr01,"Craig Counsell",USA,3166667,FLO
cousisc01,"Scott Cousins",USA,414000,FLO
coutljo01,"Jon Coutlangus",USA,380000,CIN
cowenal01,"Al Cowens",USA,400000,SEA
cowgico01,"Collin Cowgill",USA,995000,OAK
cowlejo01,"Joe Cowley",USA,295000,NYA
coxda01,"Danny Cox","United Kingdom",800000,SLN
coxda02,"Darron Cox",USA,200000,MON
coxst01,"Steve Cox",USA,280000,TBA
cozarza01,"Zack Cozart",USA,2350000,CIN
crabbca01,"Callix Crabbe",V.I.,390000,SDN
crabtti01,"Tim Crabtree",USA,1300000,TOR
craigal01,"Allen Craig",USA,5500000,SLN
crainje01,"Jesse Crain",CAN,4500000,MIN
cramebo01,"Bobby Cramer",USA,414000,OAK
crawfbr01,"Brandon Crawford",USA,3175000,SFN
crawfca02,"Carl Crawford",USA,21357000,TBA
crawfpa02,"Paxton Crawford",USA,205000,BOS
crawfst01,"Steve Crawford",USA,375000,BOS
credejo01,"Joe Crede",USA,5100000,CHA
creekdo01,"Doug Creek",USA,700000,SFN
crespce01,"Cesar Crespo",P.R.,309000,BOS
crespfe01,"Felipe Crespo",P.R.,425000,TOR
cressja01,"Jack Cressend",USA,322400,MIN
crewsti01,"Tim Crews",USA,1175000,LAN
crimch01,"Chuck Crim",USA,2833333,ML4
crispco01,"Coco Crisp",USA,11000000,CLE
crockky01,"Kyle Crockett",USA,510900,CLE
cromedt01,"D. T. Cromer",USA,200000,CIN
crometr01,"Tripp Cromer",USA,346500,SLN
croncj01,"C. J. Cron",USA,512500,LAA
crosbbo01,"Bobby Crosby",USA,5300000,OAK
crosbbu01,"Bubba Crosby",USA,354250,NYA
crottmi01,"Michael Crotta",USA,414000,PIT
crousri01,"Rich Croushore",USA,255000,SLN
crowaa01,"Aaron Crow",USA,1600000,KCA
