playerID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,AVG,SLG
alstode01,189,332,48,79,7,4,3,35,20,21,28,44,3,2,7,5,4,0.23795180722891565,0.3102409638554217
alstoga01,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
alstoto01,91,271,30,66,15,2,4,36,3,5,25,46,0,2,0,1,6,0.24354243542435425,0.35793357933579334
alstowa01,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0
altampo01,65,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.125
altener01,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
altenje01,19,31,3,9,1,1,0,3,0,0,1,5,0,0,1,0,0,0.2903225806451613,0.3870967741935484
altheaa01,41,142,25,33,11,4,5,22,6,2,16,43,0,5,1,2,3,0.2323943661971831,0.47183098591549294
altizda01,514,1734,204,433,36,21,4,116,119,0,140,5,0,33,84,0,0,0.2497116493656286,0.3016147635524798
altmage01,991,3091,409,832,132,34,101,403,52,22,268,572,38,20,19,21,43,0.26916855386606275,0.43189906179230025
altobjo01,166,257,27,54,8,3,5,28,3,3,23,42,0,2,5,3,3,0.21011673151750973,0.3229571984435798
altroni01,230,550,52,97,9,1,2,27,5,1,29,0,0,11,15,0,0,0.17636363636363636,0.20727272727272728
altuvjo01,668,2721,341,830,162,14,36,226,169,49,146,308,20,24,17,24,74,0.30503491363469315,0.4145534729878721
alusige01,298,652,75,167,31,2,23,93,1,2,73,103,3,4,4,4,16,0.2561349693251534,0.4156441717791411
alvarab01,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0
alvarcl01,2,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0.2
alvarda01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
alvarda02,12,29,3,7,1,0,1,1,0,0,2,8,0,0,0,0,0,0.2413793103448276,0.3793103448275862
alvarga01,92,266,22,59,15,0,7,33,1,4,24,76,1,2,0,2,2,0.22180451127819548,0.35714285714285715
alvarhe01,92,94,5,22,4,0,1,9,0,0,1,34,0,0,12,2,0,0.23404255319148937,0.30851063829787234
alvarjo01,99,11,0,3,0,0,0,0,0,0,1,2,0,0,3,0,0,0.2727272727272727,0.2727272727272727
alvarjo02,80,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
alvarju01,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
alvarlu01,463,1160,116,248,43,4,5,84,11,10,49,160,10,3,14,5,27,0.21379310344827587,0.2706896551724138
alvaror01,25,51,4,8,2,0,2,8,0,0,0,5,0,0,0,0,0,0.1568627450980392,0.3137254901960784
alvaros01,95,198,20,42,3,0,0,5,1,1,16,27,0,0,5,0,1,0.21212121212121213,0.22727272727272727
alvarpe01,742,2500,300,590,108,6,131,401,14,3,259,809,30,11,1,13,63,0.236,0.4412
alvarrj01,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
alvarro01,17,37,2,7,0,0,0,2,0,0,1,13,0,0,0,0,0,0.1891891891891892,0.1891891891891892
alvarta01,19,16,1,2,0,0,0,0,0,0,0,5,0,0,3,0,0,0.125,0.125
alvarto01,38,64,11,16,4,0,2,10,1,0,7,12,0,1,1,2,1,0.25,0.40625
alvarvi01,9,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0
alvarwi01,355,95,6,13,0,0,0,1,0,0,4,33,0,0,5,0,4,0.1368421052631579,0.1368421052631579
alvisma01,1013,3629,421,895,142,22,111,373,43,46,262,662,25,35,36,22,70,0.24662441443923946,0.38963901901350234
alvorbi01,265,1069,129,270,31,30,3,109,27,0,44,83,0,1,0,0,0,0.25257249766136575,0.3461178671655753
alyeabr01,371,866,100,214,33,2,38,148,5,7,100,210,7,6,0,10,36,0.2471131639722864,0.4214780600461894
amalfjo01,643,1715,248,418,67,19,9,123,19,26,185,224,9,12,17,8,37,0.24373177842565596,0.3206997084548105
amarari01,727,1788,305,493,82,10,11,159,112,39,176,277,1,16,29,13,37,0.2757270693512304,0.3512304250559284
amarial01,541,1442,140,328,55,16,18,139,29,8,94,231,11,4,21,14,22,0.2274618585298197,0.32524271844660196
amaroru01,940,2155,211,505,75,13,8,156,11,14,227,280,24,10,47,12,53,0.23433874709976799,0.2923433874709977
amaroru02,485,927,99,218,43,9,16,100,15,10,88,128,2,16,11,8,22,0.23516720604099245,0.35275080906148865
amblewa01,271,782,60,175,39,2,0,73,4,1,83,64,0,0,25,0,10,0.2237851662404092,0.27877237851662406
ambrech01,80,189,28,44,9,0,4,10,4,2,23,48,1,2,3,1,5,0.2328042328042328,0.3439153439153439
ambrihe01,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
amelued01,42,57,7,11,0,0,0,4,3,2,2,8,0,0,1,0,2,0.19298245614035087,0.19298245614035087
amesre01,533,1014,52,143,10,7,3,63,5,1,61,204,0,0,47,0,0,0.14102564102564102,0.17357001972386588
amesst01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
amezaal01,584,1408,173,348,47,19,12,110,49,26,112,223,7,14,28,8,21,0.2471590909090909,0.3330965909090909
amoledo01,18,48,5,5,0,0,0,5,0,0,2,0,0,2,0,0,0,0.10416666666666667,0.10416666666666667
amorosa01,517,1311,215,334,55,23,43,180,18,15,211,189,16,11,18,7,23,0.2547673531655225,0.4302059496567506
amorvi01,13,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.16666666666666666,0.16666666666666666
anckewa01,4,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0
anderal01,126,390,56,93,11,3,1,17,6,0,33,49,0,1,5,0,7,0.23846153846153847,0.28974358974358977
anderal02,150,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0
anderan01,122,223,23,41,8,1,2,17,0,1,22,36,0,0,3,0,11,0.18385650224215247,0.2556053811659193
anderbi01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
anderbo01,247,246,18,33,2,1,2,12,0,0,10,107,0,2,15,1,2,0.13414634146341464,0.17479674796747968
anderbr01,1834,6499,1062,1661,338,67,210,761,315,100,960,1190,59,154,74,50,65,0.2555777811971072,0.4251423295891676
anderbr02,308,255,15,35,5,3,1,10,2,0,7,57,0,1,22,3,5,0.13725490196078433,0.19215686274509805
anderbr03,355,799,108,181,47,1,22,80,13,14,65,208,2,8,7,4,15,0.2265331664580726,0.3704630788485607
anderbr04,123,65,1,6,3,0,0,4,0,0,5,41,0,0,10,0,2,0.09230769230769231,0.13846153846153847
anderbr05,40,68,4,15,4,0,0,7,1,0,4,19,0,2,1,2,1,0.22058823529411764,0.27941176470588236
anderbu01,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
anderch01,50,82,0,6,0,0,0,3,0,0,1,37,0,1,14,0,2,0.07317073170731707,0.07317073170731707
anderco01,15,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0
andercr01,82,47,4,7,1,0,0,0,0,0,1,14,0,0,3,0,0,0.14893617021276595,0.1702127659574468
anderda01,21,62,6,6,1,0,0,0,0,0,1,15,0,2,0,0,0,0.0967741935483871,0.11290322580645161
anderda02,873,2026,244,490,73,12,19,143,49,30,206,331,17,5,37,13,49,0.2418558736426456,0.31786771964461996
anderdr01,9,9,3,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0.1111111111111111,0.1111111111111111
anderdw01,149,306,33,62,6,2,1,14,2,2,32,70,2,2,2,0,6,0.20261437908496732,0.24509803921568626
anderfe01,97,234,20,61,12,0,2,15,1,0,18,25,0,4,7,0,6,0.2606837606837607,0.33760683760683763
anderfr01,180,312,17,41,6,1,0,12,0,0,10,98,0,1,13,0,0,0.13141025641025642,0.15705128205128205
anderga01,2228,8640,1084,2529,522,36,287,1365,80,47,429,1224,104,8,13,87,197,0.29270833333333335,0.46111111111111114
anderge01,269,1007,148,289,40,17,5,69,36,0,98,111,0,15,19,0,0,0.2869910625620655,0.3753723932472691
andergo01,127,413,73,85,3,1,1,12,27,0,80,0,0,6,11,0,0,0.20581113801452786,0.22518159806295399
anderha01,9,32,4,8,0,0,0,2,0,1,0,1,0,0,1,0,0,0.25,0.25
anderha02,484,1586,199,419,82,16,60,242,3,6,159,291,32,16,9,15,29,0.26418663303909207,0.44955863808322827
anderja01,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
anderji01,419,970,107,211,35,2,13,86,9,13,81,130,2,5,29,6,23,0.2175257731958763,0.2979381443298969
anderji02,122,170,11,23,3,0,0,6,0,0,8,44,0,0,15,0,1,0.13529411764705881,0.15294117647058825
anderjo01,1635,6341,870,1841,328,124,49,976,338,0,310,55,0,53,64,0,0,0.2903327550859486,0.4043526257688062
anderjo02,24,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0.0,0.0
anderjo03,179,486,73,132,17,5,4,47,36,7,26,82,2,4,2,1,8,0.2716049382716049,0.35185185185185186
anderke01,135,366,43,95,12,2,1,22,1,4,30,61,1,2,10,1,8,0.25956284153005466,0.3114754098360656
anderla01,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
anderla02,699,38,4,5,0,0,0,0,0,0,3,15,0,0,4,0,0,0.13157894736842105,0.13157894736842105
anderla03,30,48,7,8,1,0,0,4,0,0,7,14,0,0,0,1,1,0.16666666666666666,0.1875
anderma01,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
anderma02,1151,3204,392,849,174,20,63,371,71,24,227,471,28,15,31,31,60,0.2649812734082397,0.39076154806491886
andermi01,721,1490,159,367,67,11,28,134,8,12,161,343,25,4,7,13,32,0.24630872483221478,0.3624161073825503
andermi02,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
anderre01,36,39,1,11,0,1,0,1,0,0,2,12,0,0,2,0,0,0.28205128205128205,0.3333333333333333
anderri01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
anderri02,28,11,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0.09090909090909091,0.09090909090909091
andersc01,18,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0.0,0.0
andersp01,152,477,42,104,9,3,0,34,6,9,42,53,1,1,5,2,15,0.2180293501048218,0.24947589098532494
anderva01,41,114,25,34,3,3,0,18,0,0,10,12,0,1,1,0,0,0.2982456140350877,0.37719298245614036
anderwa01,17,11,0,3,0,0,0,0,0,0,1,6,0,0,1,0,0,0.2727272727272727,0.2727272727272727
anderwi01,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2
andinro01,468,1320,157,306,58,1,18,96,24,12,113,309,2,6,21,7,42,0.2318181818181818,0.3181818181818182
andrast01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
andrecl01,8,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0
andreed01,774,3233,602,830,117,26,12,278,205,0,194,245,0,9,0,0,0,0.2567274976801732,0.3201360965047943
andreel01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
andreer01,15,41,0,4,2,0,0,1,0,0,3,5,0,0,0,0,1,0.0975609756097561,0.14634146341463414
andrefr01,16,29,4,8,0,1,0,2,2,1,3,5,0,1,0,1,1,0.27586206896551724,0.3448275862068966
andrehu01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
andreiv01,253,319,26,59,9,0,0,29,0,0,18,62,0,0,17,0,0,0.18495297805642633,0.21316614420062696
andreji01,53,202,32,38,4,2,3,17,11,0,23,41,0,2,0,0,0,0.18811881188118812,0.2722772277227723
andrejo01,22,9,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0.1111111111111111,0.1111111111111111
andrejo02,16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
andreki01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
andremi01,893,3116,441,803,140,4,66,316,18,25,458,390,12,16,72,23,50,0.25770218228498076,0.36874197689345317
andrena01,128,240,8,35,5,0,0,16,0,0,23,66,0,0,19,0,2,0.14583333333333334,0.16666666666666666
andrero01,493,1454,174,365,30,15,3,91,33,16,148,121,6,0,27,12,35,0.25103163686382396,0.2984869325997249
andresh01,569,1704,196,375,76,4,86,263,7,10,191,515,17,7,3,19,35,0.22007042253521128,0.42077464788732394
andrest01,70,149,11,32,2,1,1,12,2,0,8,16,0,1,0,0,3,0.21476510067114093,0.26174496644295303
andrewa01,40,142,22,28,11,4,0,14,5,0,17,0,0,0,0,0,0,0.19718309859154928,0.33098591549295775
andrima01,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
andrubi01,6,9,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0.0,0.0
andruel01,1074,4119,573,1113,176,30,27,367,217,75,361,614,2,30,95,29,96,0.27021121631463946,0.3471716436028162
andrufr01,9,41,9,12,3,0,0,2,0,0,1,5,0,0,0,0,0,0.2926829268292683,0.36585365853658536
andruwi01,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0
andujjo01,407,607,31,77,12,2,5,38,7,3,30,315,0,0,51,1,7,0.12685337726523888,0.17792421746293247
andujlu01,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
angelno01,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
anglema01,31,79,12,14,4,0,1,7,11,1,12,13,0,1,3,0,0,0.17721518987341772,0.26582278481012656
angleto01,5,16,1,4,1,0,0,6,0,0,2,2,0,0,3,0,0,0.25,0.3125
ankenpa01,15,29,2,7,1,0,0,3,0,0,0,5,0,0,2,0,1,0.2413793103448276,0.27586206896551724
ankieri01,653,1921,260,462,101,10,76,251,21,12,162,555,13,12,8,12,31,0.2404997397188964,0.4221759500260281
annade01,13,23,3,3,1,0,1,3,0,0,2,6,0,0,0,1,0,0.13043478260869565,0.30434782608695654
annisbi01,27,96,17,17,2,0,0,3,0,0,0,8,0,0,0,0,0,0.17708333333333334,0.19791666666666666
ansonca01,2523,10277,1996,3418,581,142,97,2076,276,16,983,302,0,32,27,0,0,0.3325873309331517,0.4450715189257565
anthoer01,682,1999,249,462,81,8,78,269,24,14,217,491,22,5,3,19,34,0.23111555777888945,0.3966983491745873
antoljo01,4,6,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333
antonbi01,40,43,9,7,1,1,1,4,0,0,2,11,0,0,0,0,1,0.16279069767441862,0.3023255813953488
antonjo01,135,528,50,133,28,2,1,29,1,0,24,29,0,2,6,0,14,0.2518939393939394,0.3181818181818182
antonjo02,403,679,56,121,12,3,15,59,1,0,26,175,0,1,35,3,15,0.17820324005891017,0.2709867452135493
antonma01,21,57,6,11,2,0,1,3,0,0,5,11,1,3,0,0,1,0.19298245614035087,0.2807017543859649
aokino01,531,1963,266,563,91,16,24,156,81,33,171,169,2,36,24,9,28,0.28680590932246564,0.38614365766683645
aparilu01,2601,10230,1335,2677,394,92,83,791,506,136,736,742,22,27,161,76,184,0.2616813294232649,0.34252199413489737
apodabo01,184,58,4,10,3,0,0,3,0,0,5,17,0,0,3,1,2,0.1724137931034483,0.22413793103448276
apontlu01,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
appieke01,414,83,4,8,0,0,0,4,0,0,1,39,0,1,5,0,0,0.0963855421686747,0.0963855421686747
appleed01,48,56,4,9,0,1,0,0,0,0,2,15,0,0,0,0,0,0.16071428571428573,0.19642857142857142
applefr01,3,7,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0.2857142857142857,0.2857142857142857
applepe01,343,374,30,87,8,7,0,34,0,1,8,66,0,0,12,0,2,0.232620320855615,0.2914438502673797
applilu01,2422,8856,1319,2749,440,102,45,1116,179,108,1302,528,0,11,74,0,129,0.31041102077687444,0.3983739837398374
aquingr01,145,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
aquinlu01,222,35,2,4,0,0,0,0,0,0,1,9,0,0,5,0,0,0.11428571428571428,0.11428571428571428
aragoan01,32,76,4,9,1,0,0,5,2,0,5,6,0,1,5,0,0,0.11842105263157894,0.13157894736842105
aragoja01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
araujel01,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0
archdma01,127,384,84,128,14,4,0,29,13,10,48,39,0,4,13,0,0,0.3333333333333333,0.390625
archech01,97,13,1,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0.0,0.0
archefr01,7,15,1,4,0,0,0,1,0,0,2,3,0,0,0,0,0,0.26666666666666666,0.26666666666666666
archeji01,847,2646,246,660,106,34,16,296,36,6,124,241,0,19,93,0,0,0.2494331065759637,0.3333333333333333
archeji02,57,64,2,5,1,0,0,4,0,0,2,19,0,0,6,1,0,0.078125,0.09375
archige01,121,421,50,115,24,4,3,53,10,4,37,47,0,1,2,0,12,0.27315914489311166,0.37054631828978624
arciajo01,293,615,78,132,24,6,1,35,17,13,29,107,1,9,9,0,10,0.2146341463414634,0.2780487804878049
arciaos01,219,781,86,190,33,5,36,108,2,4,58,259,8,12,0,2,12,0.24327784891165172,0.43661971830985913
ardelda01,7,4,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0.25,0.25
ardizru01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ardnejo01,110,415,34,88,14,2,0,39,9,0,18,64,0,2,0,0,0,0.21204819277108433,0.25542168674698795
ardoida01,165,423,50,87,17,1,8,35,2,1,42,124,4,13,8,2,13,0.20567375886524822,0.3073286052009456
arellfr01,77,142,8,24,1,2,1,6,3,0,3,0,0,0,7,0,0,0.16901408450704225,0.22535211267605634
arenano01,401,1534,204,431,106,10,70,243,6,6,82,240,15,9,3,18,46,0.28096479791395046,0.5
arencjp01,467,1573,169,333,67,4,80,245,2,3,85,484,4,17,1,11,25,0.21169739351557534,0.41195168467895743
arftha01,300,906,116,229,46,13,13,118,8,10,137,133,0,2,11,0,16,0.25275938189845476,0.37527593818984545
ariasal01,775,1773,203,470,84,6,18,196,10,5,181,211,14,23,17,16,47,0.2650874224478285,0.3496897913141568
ariasal02,63,6,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0.0,0.0
ariasge01,173,480,46,114,18,2,14,55,2,0,25,121,2,2,6,0,14,0.2375,0.37083333333333335
ariasjo01,474,1052,112,279,46,11,7,95,13,3,37,150,7,8,12,9,24,0.2652091254752852,0.34980988593155893
ariasru01,34,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0
arletbu01,121,418,65,131,26,7,18,72,3,0,45,39,0,5,1,0,0,0.3133971291866029,0.5382775119617225
arlicdo01,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0
arlinst01,141,230,13,32,3,2,0,11,0,0,15,74,0,2,13,1,4,0.1391304347826087,0.16956521739130434
armasma01,15,31,7,6,2,0,1,1,1,0,1,12,0,1,0,0,0,0.1935483870967742,0.3548387096774194
armasto01,1432,5164,614,1302,204,39,251,815,18,20,260,1201,37,15,11,52,149,0.25213013168086756,0.4525561580170411
armasto02,186,268,6,26,2,1,0,10,0,0,4,99,0,0,27,0,2,0.09701492537313433,0.11194029850746269
armbrch01,131,355,24,53,11,1,0,12,6,0,52,0,0,2,8,0,0,0.14929577464788732,0.18591549295774648
armbred01,224,265,46,65,11,6,4,19,15,10,24,71,0,1,9,3,4,0.24528301886792453,0.37735849056603776
armbrha01,91,265,40,63,6,3,2,24,13,0,43,0,0,4,18,0,0,0.23773584905660378,0.30566037735849055
armbror01,3,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0
armstbo01,12,49,9,11,2,1,0,5,0,1,0,1,0,0,0,0,0,0.22448979591836735,0.30612244897959184
armstge01,8,6,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.16666666666666666,0.3333333333333333
armstho01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
armstja01,153,185,8,21,2,0,0,8,0,0,2,83,0,2,26,0,6,0.11351351351351352,0.12432432432432433
armstmi01,197,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0
armstsh01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
arndtha01,271,985,118,244,26,20,6,99,27,0,85,0,0,7,18,0,0,0.24771573604060915,0.332994923857868
arndtla01,2,6,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.16666666666666666
arnolbi01,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.14285714285714285
arnolch01,273,435,47,103,12,5,4,51,1,2,42,76,5,1,1,4,13,0.2367816091954023,0.31494252873563217
arnolja01,50,19,1,3,1,0,0,1,0,0,0,6,0,1,1,0,0,0.15789473684210525,0.21052631578947367
arnolsc01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
arnolto01,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
arnovmo01,590,2013,234,577,104,12,22,261,17,0,185,139,0,10,21,0,61,0.2866368604073522,0.3830104321907601
arnsbbr01,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
arntzor01,32,50,3,8,1,0,0,1,0,0,2,16,0,0,2,0,1,0.16,0.18
arochre01,124,69,3,7,2,0,0,3,0,0,3,31,0,0,10,0,0,0.10144927536231885,0.13043478260869565
arojo01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
arredjo01,214,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5
arrieja01,137,143,8,22,3,2,2,8,0,0,5,75,0,0,14,0,2,0.15384615384615385,0.24475524475524477
arrigge01,195,179,10,27,6,1,1,11,0,0,9,59,0,0,8,0,7,0.15083798882681565,0.2122905027932961
arrojro01,158,37,2,3,1,0,0,3,0,0,1,20,0,0,4,0,0,0.08108108108108109,0.10810810810810811
arroybr01,421,603,35,77,16,0,6,29,1,0,14,266,0,1,82,3,8,0.12769485903814262,0.18407960199004975
arroyfe01,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
arroylu01,246,128,5,29,2,0,1,8,0,0,2,28,0,0,11,1,3,0.2265625,0.265625
arroyru01,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0
arrueer01,22,41,4,8,1,0,0,4,0,0,3,17,0,0,0,1,1,0.1951219512195122,0.21951219512195122
arundha01,16,60,10,11,0,0,0,1,0,0,6,1,0,0,0,0,0,0.18333333333333332,0.18333333333333332
arundtu01,76,260,21,45,4,1,0,16,9,0,16,22,0,1,0,0,0,0.17307692307692307,0.19615384615384615
asadora01,15,55,9,20,5,0,0,7,1,2,3,13,1,0,2,0,0,0.36363636363636365,0.45454545454545453
asbelji01,17,33,6,6,2,0,0,3,0,0,3,9,0,0,0,0,0,0.18181818181818182,0.24242424242424243
asbjoca01,97,221,19,52,10,1,1,27,0,0,9,45,0,2,2,0,0,0.23529411764705882,0.3031674208144796
ascanjo01,43,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0
ascheco01,300,984,102,242,55,4,27,107,2,3,74,256,10,5,3,3,11,0.2459349593495935,0.39227642276422764
asencmi01,42,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0
ashburi01,2189,8365,1322,2574,317,109,29,586,234,92,1198,571,25,43,112,18,83,0.3077106993424985,0.382068141063957
ashbyal01,1370,4123,397,1010,183,13,90,513,7,10,461,622,66,11,55,41,125,0.24496725685180692,0.3611447974775649
ashbyan01,313,521,26,70,13,0,1,26,1,0,16,218,0,0,83,1,5,0.1343570057581574,0.16506717850287908
asheral01,7,6,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0.3333333333333333,0.5
ashfotu01,222,510,42,111,31,1,6,55,5,3,47,75,6,1,5,6,11,0.21764705882352942,0.3176470588235294
ashke01,58,46,3,6,1,0,0,1,0,0,1,8,0,0,1,0,0,0.13043478260869565,0.15217391304347827
ashlebi01,281,618,56,144,23,1,28,84,0,0,63,236,5,4,0,3,15,0.23300970873786409,0.40938511326860844
ashlene01,12,20,2,2,1,0,0,1,0,0,0,8,0,1,0,0,0,0.1,0.15
asmusto01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
asprobo01,1324,4369,386,1103,135,26,60,457,19,24,333,459,52,29,36,32,131,0.2524605172808423,0.3364614328221561
asproke01,475,1483,171,369,69,3,19,124,7,5,179,149,4,6,13,10,49,0.24881995954147,0.3378287255563048
asselbr01,284,574,52,146,27,4,12,68,5,4,38,74,6,3,5,9,17,0.25435540069686413,0.3780487804878049
assenpa01,884,36,3,3,1,0,0,0,0,0,5,12,0,0,7,0,1,0.08333333333333333,0.1111111111111111
astacez01,28,21,0,3,0,0,0,0,0,0,0,12,0,0,2,0,0,0.14285714285714285,0.14285714285714285
astacpe01,395,676,31,90,7,1,0,28,0,1,5,256,0,5,89,0,5,0.13313609467455623,0.14644970414201183
astrojo01,544,1579,163,401,51,10,13,156,6,6,177,124,6,14,20,1,60,0.2539582013932869,0.3236225459151362
atchisc01,300,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0
atchlju01,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0
atherch01,65,242,28,60,5,6,0,23,2,0,21,0,0,2,4,0,0,0.24793388429752067,0.3181818181818182
atherke01,342,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0
atilalu01,16,25,0,1,0,0,0,0,0,0,0,10,0,0,2,0,0,0.04,0.04
atkinal01,110,387,55,64,7,2,1,14,7,0,36,0,0,1,0,0,0,0.165374677002584,0.20155038759689922
atkinbi01,99,10,0,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0.3,0.3
atkined01,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
atkinga01,817,2928,399,835,169,7,99,488,8,4,291,449,12,20,0,34,94,0.2851775956284153,0.4491120218579235
atkinja01,4,5,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0.4,0.4
atkinle01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
atkinmi01,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0
atkinto01,16,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.10526315789473684
attredi01,61,144,26,31,2,2,1,16,1,0,20,23,0,0,5,0,0,0.2152777777777778,0.2777777777777778
atwelto01,378,1117,116,290,41,7,9,110,4,5,161,84,10,8,11,7,36,0.25962399283795884,0.333034914950761
atwoobi01,342,961,82,220,41,4,7,112,4,0,93,89,0,3,13,0,20,0.22892819979188345,0.3017689906347555
atzja01,209,605,64,132,21,3,0,49,23,0,69,0,0,6,33,0,0,0.21818181818181817,0.2628099173553719
aubreha01,96,325,26,69,8,2,0,27,7,0,18,0,0,5,9,0,0,0.2123076923076923,0.24923076923076923
aubremi01,46,135,14,35,7,0,6,17,0,0,10,15,0,0,0,0,4,0.25925925925925924,0.4444444444444444
aucoide01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
auderi01,62,151,11,34,9,0,2,24,1,2,7,35,0,0,0,0,4,0.2251655629139073,0.32450331125827814
