playerID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
adamsda02,43,140,10,27,5,1,2,13,0,0,9,43,0,2,1,0,4
adamsdi01,37,89,9,18,2,3,2,11,0,0,2,18,0,0,2,0,0
adamsdo01,8,14,1,3,0,0,0,1,0,0,1,3,0,0,0,0,1
adamsge01,4,13,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0
adamsgl01,661,1617,152,452,79,5,34,225,6,10,111,183,8,4,9,19,47
adamshe01,95,337,39,88,8,6,0,18,4,2,22,24,0,2,3,0,5
adamsji01,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
adamsjo01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adamsjo02,44,10,0,3,1,0,0,1,0,0,0,0,0,0,1,0,1
adamska01,30,32,0,1,0,0,0,0,0,0,0,16,0,0,1,0,0
adamsla01,6,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
adamsma01,337,1084,123,299,63,5,39,156,4,3,64,259,6,3,0,8,22
adamsmi01,11,6,1,2,0,1,0,1,0,0,0,4,0,0,1,0,0
adamsmi02,100,118,27,23,5,0,3,9,2,1,32,29,0,2,0,0,2
adamsmi03,410,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adamsre01,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adamsri01,11,23,1,4,0,0,0,0,0,0,4,0,0,0,0,0,0
adamsri02,120,247,35,53,5,1,4,16,3,2,10,37,3,5,7,0,5
adamsru01,286,884,125,218,46,7,17,113,15,5,85,118,2,5,8,11,14
adamsry01,29,89,9,25,4,0,0,7,0,0,6,25,0,1,0,0,7
adamssp01,1424,5557,844,1588,249,48,9,394,154,50,453,223,0,28,136,0,14
adamssp02,180,395,61,101,16,5,0,38,5,10,38,50,0,2,12,0,0
adamste01,574,78,2,4,1,0,0,2,0,0,7,41,0,0,12,1,1
adamswi01,65,88,4,9,1,1,0,2,0,0,3,18,0,0,1,0,0
adamswi02,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adcocjo01,1959,6606,823,1832,295,35,336,1122,20,25,594,1059,55,17,52,35,223
adcocna01,56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
addisbo01,208,534,70,150,22,2,2,47,8,6,37,47,0,0,5,0,9
adducji01,70,144,11,34,8,1,1,15,0,1,2,27,0,0,1,3,1
adducji02,61,132,15,25,4,0,1,8,5,1,13,36,0,0,1,2,2
addybo01,274,1231,227,341,35,12,1,172,30,15,19,7,0,0,0,0,0
adenhni01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aderhmo01,106,262,36,70,7,3,3,32,3,1,19,29,0,0,0,0,1
adkinde01,38,22,2,5,1,0,1,3,0,0,0,10,0,0,1,0,0
adkindi01,3,7,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0
adkindo01,6,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
adkingr01,76,116,9,21,3,3,0,6,1,0,6,26,0,1,10,0,0
adkinhe01,1,5,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0
adkinjo01,119,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
adkinst01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adlesda01,106,256,9,43,3,1,1,11,0,0,18,80,5,2,2,1,9
adriaeh01,114,228,24,48,14,1,1,19,4,3,21,47,1,5,5,1,5
afenitr01,45,79,4,15,2,2,0,7,0,0,5,32,0,0,1,1,1
affelje01,774,17,0,3,0,0,0,2,0,0,2,6,0,0,0,0,0
agbaybe01,383,1091,145,299,57,6,39,156,16,16,139,246,7,15,1,8,31
ageeto01,1129,3912,558,999,170,27,130,433,167,81,342,918,26,34,21,15,99
agganha01,157,517,65,135,23,9,11,67,8,3,57,67,0,0,7,6,9
aglerjo01,234,751,121,185,22,10,0,36,38,0,131,130,0,1,21,0,0
agnewsa01,563,1537,105,314,41,14,2,98,29,10,102,216,0,25,47,0,0
agostju01,543,20,0,2,0,0,0,0,0,0,1,7,0,0,1,0,0
aguaylu01,568,1104,142,260,43,10,37,109,7,5,94,220,12,20,14,12,27
aguilch01,149,230,26,53,13,2,3,16,2,2,16,61,1,0,2,0,3
aguilje01,26,52,2,10,1,0,0,5,0,0,4,20,0,1,0,1,1
aguilri01,737,139,12,28,3,0,3,11,0,0,6,37,0,0,16,0,1
aguirha01,447,388,14,33,7,1,0,21,1,0,14,236,0,0,24,1,4
ahearch01,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ahearpa01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahmedni01,159,491,58,109,19,6,10,38,4,6,32,91,1,1,7,3,6
aikenwi01,774,2492,301,675,125,2,110,415,3,6,319,444,42,18,0,27,87
aingeda01,211,665,57,146,19,4,2,37,12,5,37,128,2,4,12,3,16
ainsmed01,1078,3048,299,707,108,54,22,317,86,16,263,315,0,12,99,0,0
ainswku01,30,28,1,2,1,0,0,0,0,0,0,8,0,0,5,0,0
aitchra01,34,59,4,10,0,0,0,2,0,0,9,17,0,0,3,0,0
aitonge01,10,17,1,4,0,0,0,1,0,0,4,0,0,0,0,0,0
akejo01,13,52,1,10,0,1,0,2,0,0,0,0,0,1,0,0,0
akerfda01,125,9,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0
akerja01,496,92,3,7,2,0,0,4,0,0,1,51,0,1,10,0,1
akersbi01,174,475,64,124,17,9,11,69,7,6,63,64,0,1,14,0,0
akersje01,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
albagi01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
albaljo01,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
albanjo01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alberan01,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alberbu01,6,18,1,5,1,0,0,0,0,0,0,2,0,0,0,0,0
albercy01,4,7,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0
albergu01,120,426,62,84,10,6,1,50,27,0,52,5,0,9,0,0,0
alberha01,41,99,12,22,2,1,0,4,1,0,2,17,0,0,3,0,2
alberjo01,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alberma01,394,34,0,2,0,0,0,0,0,0,0,21,0,0,3,0,0
albosed01,19,12,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1
albreed01,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
albrija01,41,99,9,23,4,0,2,5,1,0,10,11,0,0,3,0,2
albural01,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alburvi01,102,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
alcalsa01,68,71,6,8,1,0,1,4,0,0,2,41,0,0,7,0,0
alcanar01,81,304,36,59,11,2,10,30,9,5,22,104,0,2,2,2,3
alcanis01,51,115,15,31,3,0,6,15,1,1,6,26,0,0,0,0,3
alcarlu01,115,365,30,70,9,2,4,29,2,2,21,58,2,0,2,2,7
alcocsc01,54,156,12,27,4,2,0,7,4,2,7,14,0,1,5,0,0
alderda01,16,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
aldremi01,930,2147,277,565,104,9,41,271,19,18,314,381,29,5,14,18,43
aldresc01,229,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aldrico01,13,18,1,1,0,1,0,1,0,0,0,9,0,0,0,0,0
aldrija01,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
aldrivi01,248,581,46,133,14,4,2,60,2,0,10,41,0,0,32,0,0
alenoch01,118,320,34,67,11,3,2,34,3,0,31,35,0,1,4,0,7
alexabo01,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
alexada01,662,2450,369,811,164,30,61,459,20,28,248,197,0,6,32,0,0
alexado01,562,265,19,44,8,0,0,17,0,0,9,77,0,1,23,2,7
alexaga01,432,1276,169,293,45,11,55,202,8,12,154,381,12,5,4,19,34
alexage01,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alexahu01,7,11,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0
alexama01,374,168,111,36,4,2,0,4,103,42,18,26,1,1,8,0,2
alexama02,594,1271,166,293,50,12,15,115,37,10,86,276,7,7,19,4,17
alexani01,20,69,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0
alexape01,703,1810,154,378,60,13,11,163,3,5,77,276,0,2,88,0,0
alexasc01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alexawa01,162,405,26,76,18,3,1,24,5,1,42,83,0,4,16,0,0
alfarja01,7,11,1,2,0,0,0,0,0,0,0,5,0,0,1,0,1
alfonan01,592,14,0,2,0,0,0,2,0,0,0,8,0,0,1,0,0
alfoned01,1506,5385,777,1532,282,18,146,744,53,17,596,617,22,41,31,55,110
alfonel01,193,591,44,142,24,3,17,67,1,2,17,158,9,9,4,3,17
alicelu01,1341,3971,551,1031,189,53,47,422,81,50,500,624,25,48,49,45,74
allanan01,512,1486,145,357,48,4,16,140,23,18,87,223,4,9,35,16,27
allarbr01,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenbe01,1139,3404,357,815,140,21,73,351,13,16,370,424,52,8,24,17,60
allenbo01,606,2211,337,532,77,44,14,306,53,0,297,209,0,13,3,0,0
allenbo02,9,22,3,3,1,0,0,0,0,0,3,7,0,1,0,0,0
allenbo03,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
allenbo04,204,31,0,4,1,0,0,0,0,0,1,16,0,0,2,0,0
allenbr01,116,344,44,70,19,2,12,41,3,0,42,137,6,1,0,2,4
allench01,267,851,102,229,44,8,14,84,15,13,63,173,2,4,5,5,22
allenco01,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allendi01,1749,6332,1099,1848,320,79,351,1119,133,52,894,1556,138,16,19,53,164
allendu01,27,28,5,7,2,0,2,2,0,0,4,12,0,0,0,0,1
allenet01,1281,4418,623,1325,255,45,47,501,84,4,223,310,0,14,110,0,38
allenfr01,181,288,23,39,8,6,2,25,1,0,35,126,0,1,14,0,0
allenga01,416,1061,114,235,49,2,19,131,3,7,130,192,3,5,15,11,35
allenha01,16,66,8,18,1,0,0,7,0,0,0,1,0,0,0,0,0
allenha02,389,881,104,212,27,9,6,57,15,9,49,128,5,2,2,4,30
allenhe01,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
allenho01,4,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
allenja01,27,108,14,16,3,2,0,7,0,0,2,14,0,0,0,0,0
allenja02,86,273,23,61,10,0,4,21,6,5,33,52,0,1,6,0,8
allenje01,342,1031,155,268,49,8,15,114,42,20,104,228,1,24,21,10,9
allenjo01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allenjo02,365,716,82,124,12,3,4,64,1,0,33,155,0,0,36,0,8
allenki01,42,54,10,12,3,0,0,3,12,4,8,5,2,1,2,0,1
allenll01,159,40,2,8,1,0,1,1,0,0,0,14,0,0,3,0,1
allenlu01,8,9,2,1,1,0,0,0,0,0,2,3,0,0,0,0,1
allenmy01,156,606,89,157,28,14,4,88,30,0,45,3,0,6,0,0,0
allenne01,434,115,3,15,2,2,0,7,0,0,3,51,0,0,11,0,0
